# Program:featureCounts v1.6.0; Command:"featureCounts" "-T" "3" "-t" "gene" "-g" "ID" "-a" "../Reference_Data/PlasmoDB-41_Pfalciparum3D7.gff" "-o" "vehicle_drug_feature_counts.txt" "-p" "vehicle_rep1.bam" "vehicle_rep2.bam" "drug_rep1.bam" "drug_rep2.bam" 
Geneid	Chr	Start	End	Strand	Length	vehicle_rep1.bam	vehicle_rep2.bam	drug_rep1.bam	drug_rep2.bam
PF3D7_1142700	Pf3D7_11_v3	1710325	1712172	-	1848	127	98	122	131
PF3D7_1350000	Pf3D7_13_v3	2003332	2005134	-	1803	3	2	1	3
PF3D7_1111600	Pf3D7_11_v3	448912	451698	+	2787	20	26	22	35
PF3D7_1012800	Pf3D7_10_v3	492550	495144	+	2595	53	47	22	20
PF3D7_0409500	Pf3D7_04_v3	449189	450633	-	1445	342	329	292	287
PF3D7_0218500	Pf3D7_02_v3	752966	753439	+	474	157	249	186	191
PF3D7_0720900	Pf3D7_07_v3	901549	902787	+	1239	99	107	103	104
PF3D7_1308200	Pf3D7_13_v3	361166	368495	-	7330	1137	716	367	490
PF3D7_0222200	Pf3D7_02_v3	881469	882267	-	799	0	0	0	0
PF3D7_1302000	Pf3D7_13_v3	112792	113815	-	1024	178	112	399	416
PF3D7_1032600	Pf3D7_10_v3	1308873	1309925	+	1053	14	16	7	6
PF3D7_1241800	Pf3D7_12_v3	1780012	1782648	-	2637	207	185	222	303
PF3D7_1025600	Pf3D7_10_v3	1088214	1088417	+	204	126	96	57	65
PF3D7_1219700	Pf3D7_12_v3	792877	793449	-	573	6	7	2	6
PF3D7_0531500	Pf3D7_05_v3	1288559	1289308	+	750	0	0	0	0
PF3D7_1039000	Pf3D7_10_v3	1568709	1571815	+	3107	180	62	212	273
PF3D7_1364400	Pf3D7_13_v3	2585032	2594829	+	9798	83	47	78	84
PF3D7_0323700	Pf3D7_03_v3	991544	993625	-	2082	186	256	394	448
PF3D7_1337600	Pf3D7_13_v3	1524111	1524192	-	82	0	1	0	0
PF3D7_0208600	Pf3D7_02_v3	354621	356117	+	1497	241	319	229	284
PF3D7_1027600	Pf3D7_10_v3	1148316	1150168	-	1853	26	46	9	7
PF3D7_0713100	Pf3D7_07_v3	605653	606440	+	788	49	32	43	49
PF3D7_0908000	Pf3D7_09_v3	369870	371554	-	1685	225	299	347	427
PF3D7_1203900	Pf3D7_12_v3	194144	195462	+	1319	263	267	247	250
PF3D7_0618800	Pf3D7_06_v3	779849	783296	-	3448	46	14	12	10
PF3D7_0210900	Pf3D7_02_v3	442080	442934	-	855	692	490	343	378
PF3D7_1254600	Pf3D7_12_v3	2221835	2222848	+	1014	0	0	1	0
PF3D7_1224400	Pf3D7_12_v3	994255	996438	+	2184	66	40	52	76
PF3D7_0306200	Pf3D7_03_v3	292943	294548	+	1606	136	94	84	88
PF3D7_1369700	Pf3D7_13_v3	2778005	2779071	-	1067	85	135	92	94
PF3D7_1239500	Pf3D7_12_v3	1648667	1651687	+	3021	38	43	86	109
PF3D7_1478800	Pf3D7_14_v3	3242909	3243629	-	721	4	5	32	31
PF3D7_1427500	Pf3D7_14_v3	1081773	1084208	+	2436	312	196	107	153
PF3D7_0627100	Pf3D7_06_v3	1089190	1094328	+	5139	438	328	382	470
PF3D7_1009300	Pf3D7_10_v3	377906	379708	-	1803	34	74	43	42
PF3D7_1113600	Pf3D7_11_v3	527572	528702	+	1131	151	187	243	286
PF3D7_0804900	Pf3D7_08_v3	279711	281186	-	1476	142	170	140	194
PF3D7_1146600	Pf3D7_11_v3	1834401	1838773	+	4373	154	130	220	242
PF3D7_0316300	Pf3D7_03_v3	658272	661643	+	3372	1233	968	1060	1235
PF3D7_1368100	Pf3D7_13_v3	2710406	2711718	-	1313	359	372	488	504
PF3D7_1467600	Pf3D7_14_v3	2757665	2764150	-	6486	57	29	403	516
PF3D7_1432600	Pf3D7_14_v3	1285667	1289254	-	3588	61	68	44	43
PF3D7_1102700	Pf3D7_11_v3	128789	129064	+	276	103	47	336	419
PF3D7_1111200	Pf3D7_11_v3	439698	441680	-	1983	49	39	53	72
PF3D7_1316400	Pf3D7_13_v3	683084	684476	+	1393	6	2	2	5
PF3D7_0714000	Pf3D7_07_v3	643101	643472	-	372	2297	3134	2037	2110
PF3D7_0816900	Pf3D7_08_v3	770946	771773	+	828	3	1	1	2
PF3D7_1343100	Pf3D7_13_v3	1699683	1700630	-	948	181	249	273	288
PF3D7_0932600	Pf3D7_09_v3	1297285	1298239	-	955	38	91	85	68
PF3D7_0307100	Pf3D7_03_v3	312693	313342	-	650	1949	2216	985	1115
PF3D7_0111600	Pf3D7_01_v3	442543	443289	-	747	14	8	7	6
PF3D7_0900900	Pf3D7_09_v3	55074	56081	-	1008	3	0	3	6
PF3D7_0924200	Pf3D7_09_v3	981152	984334	+	3183	66	71	58	79
PF3D7_0405300	Pf3D7_04_v3	282403	288297	-	5895	9	24	10	15
PF3D7_1401600	Pf3D7_14_v3	61364	62988	-	1625	236	143	517	596
PF3D7_0614900	Pf3D7_06_v3	617762	621536	+	3775	201	176	134	170
PF3D7_1340900	Pf3D7_13_v3	1627311	1629480	+	2170	222	282	563	620
PF3D7_0209700	Pf3D7_02_v3	400153	401859	-	1707	255	255	251	287
PF3D7_1227900	Pf3D7_12_v3	1138608	1140302	+	1695	32	38	27	31
PF3D7_1031200	Pf3D7_10_v3	1257384	1258478	+	1095	23	44	74	96
PF3D7_1030400	Pf3D7_10_v3	1241767	1242977	-	1211	12	35	7	6
PF3D7_0108800	Pf3D7_01_v3	357834	360339	+	2506	156	219	250	257
PF3D7_1401700	Pf3D7_14_v3	66269	67081	-	813	8	35	13	16
PF3D7_1476600	Pf3D7_14_v3	3151970	3154923	+	2954	0	1	1	1
PF3D7_0415400	Pf3D7_04_v3	686414	687040	-	627	178	232	181	173
PF3D7_0626000	Pf3D7_06_v3	1048710	1053965	-	5256	104	96	84	102
PF3D7_1253300	Pf3D7_12_v3	2175329	2176087	+	759	11	8	35	30
PF3D7_0106400	Pf3D7_01_v3	272454	273404	+	951	154	166	128	173
PF3D7_0603000	Pf3D7_06_v3	122634	124412	+	1779	125	149	166	194
PF3D7_0610900	Pf3D7_06_v3	456747	460589	-	3843	156	134	156	196
PF3D7_1105000	Pf3D7_11_v3	221818	222129	-	312	640	1066	1307	1207
PF3D7_1338600	Pf3D7_13_v3	1556659	1559734	-	3076	299	353	377	441
PF3D7_0722300	Pf3D7_07_v3	949449	953114	-	3666	203	239	274	318
PF3D7_1410200	Pf3D7_14_v3	400418	402994	+	2577	328	212	410	545
PF3D7_0525800	Pf3D7_05_v3	1071247	1072149	+	903	58	127	207	217
PF3D7_0606300	Pf3D7_06_v3	262826	263194	+	369	2	1	1	1
PF3D7_1026200	Pf3D7_10_v3	1103464	1105230	-	1767	134	127	62	68
PF3D7_1200700	Pf3D7_12_v3	61556	64336	-	2781	13	10	216	259
PF3D7_1347900	Pf3D7_13_v3	1912948	1918904	-	5957	150	90	62	87
PF3D7_0200500	Pf3D7_02_v3	41515	42858	-	1344	0	0	1	1
PF3D7_1317800	Pf3D7_13_v3	740527	741454	+	928	2103	2929	1153	1200
PF3D7_1010500	Pf3D7_10_v3	417705	419318	+	1614	7	4	2	6
PF3D7_1243800	Pf3D7_12_v3	1831484	1832949	-	1466	174	202	128	140
PF3D7_1301400	Pf3D7_13_v3	82718	84018	+	1301	77	22	285	355
PF3D7_0526300	Pf3D7_05_v3	1085623	1086594	-	972	120	153	112	97
PF3D7_0821000	Pf3D7_08_v3	948745	950899	+	2155	330	460	407	401
PF3D7_0732400	Pf3D7_07_v3	1399452	1400682	-	1231	0	0	0	0
PF3D7_0803600	Pf3D7_08_v3	223762	230209	+	6448	243	268	315	337
PF3D7_1338800	Pf3D7_13_v3	1564932	1567660	-	2729	76	69	88	100
PF3D7_1203500	Pf3D7_12_v3	182298	183968	-	1671	234	282	386	395
PF3D7_1029800	Pf3D7_10_v3	1211658	1212971	-	1314	415	506	468	556
PF3D7_0419100	Pf3D7_04_v3	852510	853566	+	1057	40	45	45	27
PF3D7_1147000	Pf3D7_11_v3	1858329	1867357	-	9029	0	0	0	0
PF3D7_0401100	Pf3D7_04_v3	76033	76245	-	213	0	0	0	0
mal_rna_19	Pf_M76611	5855	5954	-	100	4	2	7	1
PF3D7_1448700	Pf3D7_14_v3	1999648	2000649	+	1002	52	38	27	28
PF3D7_1445300	Pf3D7_14_v3	1860148	1862095	+	1948	134	153	102	115
PF3D7_0213600	Pf3D7_02_v3	546482	555294	-	8813	21	21	16	24
PF3D7_1454400	Pf3D7_14_v3	2234143	2236476	+	2334	1382	1233	1431	1618
PF3D7_0717300	Pf3D7_07_v3	748990	750699	+	1710	133	152	54	76
PF3D7_0609400	Pf3D7_06_v3	399813	401624	-	1812	81	65	80	143
PF3D7_0509100	Pf3D7_05_v3	381077	386203	+	5127	437	346	396	525
PF3D7_1030200	Pf3D7_10_v3	1230561	1231913	-	1353	58	95	91	86
PF3D7_1470500	Pf3D7_14_v3	2882766	2886082	+	3317	31	61	28	23
PF3D7_1217100	Pf3D7_12_v3	675456	677576	-	2121	44	41	12	16
PF3D7_0717600	Pf3D7_07_v3	758720	762877	-	4158	190	183	162	191
PF3D7_1312300	Pf3D7_13_v3	519599	520441	-	843	72	98	97	102
PF3D7_0701600	Pf3D7_07_v3	71049	71860	+	812	6	1	6	7
PF3D7_1463500	Pf3D7_14_v3	2577974	2579379	+	1406	119	80	153	160
PF3D7_0414000	Pf3D7_04_v3	626891	633126	-	6236	381	262	223	262
PF3D7_1212000	Pf3D7_12_v3	534912	535915	-	1004	413	394	267	316
PF3D7_1404900	Pf3D7_14_v3	170000	170893	+	894	507	391	498	664
PF3D7_0316900	Pf3D7_03_v3	679234	681277	-	2044	397	437	296	323
PF3D7_1115000	Pf3D7_11_v3	570017	570714	+	698	238	362	233	237
PF3D7_0501900	Pf3D7_05_v3	95161	96633	-	1473	53	61	49	55
PF3D7_0610000	Pf3D7_06_v3	433008	434178	+	1171	121	132	70	89
PF3D7_1131500	Pf3D7_11_v3	1210686	1211456	-	771	2	5	20	18
PF3D7_1122400	Pf3D7_11_v3	849335	852570	+	3236	137	132	175	239
PF3D7_1115300	Pf3D7_11_v3	581250	582698	-	1449	113	88	177	217
PF3D7_0811300	Pf3D7_08_v3	567824	573148	+	5325	972	756	882	1094
PF3D7_1025500	Pf3D7_10_v3	1067652	1086992	-	19341	57	40	29	36
PF3D7_1458600	Pf3D7_14_v3	2406668	2410159	+	3492	59	50	78	65
PF3D7_1456700	Pf3D7_14_v3	2323772	2325826	-	2055	339	380	323	388
PF3D7_0529300	Pf3D7_05_v3	1196315	1197389	+	1075	47	62	52	61
PF3D7_0526400	Pf3D7_05_v3	1088423	1089508	+	1086	54	74	11	16
PF3D7_0604000	Pf3D7_06_v3	163828	169860	-	6033	8	10	16	18
PF3D7_1305900	Pf3D7_13_v3	279990	281701	-	1712	139	110	149	195
PF3D7_1426400	Pf3D7_14_v3	1026262	1027144	-	883	3	2	2	0
PF3D7_1141000	Pf3D7_11_v3	1644911	1647382	+	2472	6	0	7	17
PF3D7_1433800	Pf3D7_14_v3	1350313	1358379	-	8067	99	64	93	101
PF3D7_0303800	Pf3D7_03_v3	194430	196211	+	1782	131	102	92	136
PF3D7_1472600	Pf3D7_14_v3	2962986	2965086	-	2101	66	111	165	167
PF3D7_0525300	Pf3D7_05_v3	1052468	1053913	-	1446	19	16	29	29
PF3D7_API01700	Pf3D7_API_v3	3507	4151	+	645	0	0	0	0
PF3D7_1401500	Pf3D7_14_v3	57172	58293	-	1122	5	4	237	306
PF3D7_0702200	Pf3D7_07_v3	91867	93141	-	1275	12	11	143	190
PF3D7_0830500	Pf3D7_08_v3	1296134	1298328	-	2195	5	3	378	469
PF3D7_0502300	Pf3D7_05_v3	107075	107938	-	864	1	2	1	2
PF3D7_1425800	Pf3D7_14_v3	1009010	1011910	+	2901	110	140	230	258
PF3D7_1120200	Pf3D7_11_v3	765033	765625	+	593	94	119	135	121
PF3D7_0727200	Pf3D7_07_v3	1156748	1158409	-	1662	159	164	170	209
PF3D7_1425000	Pf3D7_14_v3	982349	982520	+	172	2	1	0	0
PF3D7_1445800	Pf3D7_14_v3	1878658	1882577	-	3920	29	23	8	14
PF3D7_1405300	Pf3D7_14_v3	181955	185032	+	3078	36	31	35	24
PF3D7_1116200	Pf3D7_11_v3	615744	617186	-	1443	18	49	29	36
PF3D7_1119700	Pf3D7_11_v3	744874	745932	+	1059	18	26	25	30
PF3D7_1471600	Pf3D7_14_v3	2926134	2929673	+	3540	2	5	1	2
PF3D7_0519500	Pf3D7_05_v3	801450	809127	-	7678	292	250	279	348
PF3D7_1126100	Pf3D7_11_v3	1018366	1022495	-	4130	129	119	84	91
PF3D7_1101400	Pf3D7_11_v3	76820	78000	-	1181	0	0	0	0
PF3D7_API03900	Pf3D7_API_v3	13246	13332	+	87	0	0	0	0
PF3D7_1431900	Pf3D7_14_v3	1253540	1256878	+	3339	40	84	17	16
PF3D7_1234200	Pf3D7_12_v3	1427398	1433600	+	6203	157	113	119	143
PF3D7_1104300	Pf3D7_11_v3	190800	194358	-	3559	66	47	96	122
PF3D7_1337800	Pf3D7_13_v3	1528502	1530208	-	1707	17	27	80	92
PF3D7_1440200	Pf3D7_14_v3	1639477	1647167	+	7691	25	25	62	100
PF3D7_1119000	Pf3D7_11_v3	718650	719765	-	1116	424	408	267	317
PF3D7_1440300	Pf3D7_14_v3	1639477	1641760	+	2284	0	0	0	0
PF3D7_1361500	Pf3D7_13_v3	2465491	2467982	-	2492	96	106	62	68
PF3D7_0513200	Pf3D7_05_v3	559513	568384	+	8872	282	244	293	371
PF3D7_0109800	Pf3D7_01_v3	380697	382424	+	1728	139	102	146	192
PF3D7_1120100	Pf3D7_11_v3	761695	762818	+	1124	3269	2771	1877	1969
PF3D7_0604500	Pf3D7_06_v3	189012	198078	+	9067	1401	1127	1342	1757
PF3D7_1231200	Pf3D7_12_v3	1278460	1279611	-	1152	13	15	9	29
PF3D7_1225900	Pf3D7_12_v3	1050280	1052400	-	2121	66	53	17	36
PF3D7_1235900	Pf3D7_12_v3	1497687	1501411	-	3725	447	518	550	533
PF3D7_1333000	Pf3D7_13_v3	1355285	1357194	+	1910	395	412	430	551
PF3D7_0914000	Pf3D7_09_v3	597694	600561	+	2868	35	44	32	27
PF3D7_1016400	Pf3D7_10_v3	656709	659027	-	2319	1281	961	1259	1314
PF3D7_0108400	Pf3D7_01_v3	344400	346540	-	2141	51	89	81	78
PF3D7_0817700	Pf3D7_08_v3	805797	813465	-	7669	310	331	265	295
PF3D7_0607300	Pf3D7_06_v3	304638	306042	+	1405	61	63	158	196
PF3D7_0111500	Pf3D7_01_v3	439652	441418	-	1767	289	329	175	178
PF3D7_0101500	Pf3D7_01_v3	78241	79891	+	1651	0	1	0	0
PF3D7_1103300	Pf3D7_11_v3	144841	144939	-	99	0	0	1	1
PF3D7_1348400	Pf3D7_13_v3	1935596	1947380	-	11785	109	76	87	103
PF3D7_1243300	Pf3D7_12_v3	1816069	1816448	-	380	1	6	2	3
PF3D7_1228000	Pf3D7_12_v3	1140943	1141386	+	444	47	41	43	56
PF3D7_1314700	Pf3D7_13_v3	626481	628675	-	2195	167	148	299	434
PF3D7_1139800	Pf3D7_11_v3	1585393	1592034	-	6642	95	48	58	72
PF3D7_0701300	Pf3D7_07_v3	62220	63401	-	1182	0	0	0	0
PF3D7_1403800	Pf3D7_14_v3	136530	141420	-	4891	11	15	5	11
PF3D7_0520300	Pf3D7_05_v3	838428	839083	+	656	187	241	118	148
PF3D7_1227100	Pf3D7_12_v3	1093543	1095771	-	2229	388	449	372	433
PF3D7_0404900	Pf3D7_04_v3	267244	268380	-	1137	393	437	302	311
PF3D7_1415000	Pf3D7_14_v3	606380	607348	-	969	126	134	193	172
PF3D7_1113800	Pf3D7_11_v3	531177	533285	-	2109	125	154	84	101
PF3D7_0505000	Pf3D7_05_v3	209062	218189	-	9128	43	28	28	46
PF3D7_1324700	Pf3D7_13_v3	1034900	1035637	+	738	109	151	133	121
PF3D7_0506700	Pf3D7_05_v3	280886	283345	+	2460	73	72	128	135
PF3D7_0104800	Pf3D7_01_v3	215776	217509	+	1734	181	236	145	142
PF3D7_1123000	Pf3D7_11_v3	895967	903370	-	7404	203	181	250	301
PF3D7_1308500	Pf3D7_13_v3	393857	394936	-	1080	42	108	97	81
PF3D7_1368800	Pf3D7_13_v3	2731041	2736143	-	5103	121	93	207	246
PF3D7_0616700	Pf3D7_06_v3	691769	693319	-	1551	13	41	27	29
PF3D7_1367000	Pf3D7_13_v3	2679415	2680425	-	1011	619	612	410	440
PF3D7_0915800	Pf3D7_09_v3	663918	664571	+	654	31	41	28	32
PF3D7_0915000	Pf3D7_09_v3	639658	641259	-	1602	251	386	228	236
PF3D7_0911900	Pf3D7_09_v3	538221	539872	-	1652	806	617	970	980
PF3D7_1425300	Pf3D7_14_v3	985365	987755	-	2391	177	223	227	299
PF3D7_1222500	Pf3D7_12_v3	899198	901076	-	1879	172	220	363	389
PF3D7_1026100	Pf3D7_10_v3	1101818	1103158	+	1341	14	32	5	4
PF3D7_1354700	Pf3D7_13_v3	2178639	2179862	-	1224	0	7	4	8
PF3D7_1222200	Pf3D7_12_v3	881970	882114	-	145	0	0	0	0
PF3D7_1412100	Pf3D7_14_v3	484438	487308	+	2871	208	168	120	148
PF3D7_1401900	Pf3D7_14_v3	74188	76793	-	2606	7	9	16	18
PF3D7_1101000	Pf3D7_11_v3	64441	64842	+	402	0	0	0	0
PF3D7_0523700	Pf3D7_05_v3	980754	985354	-	4601	19	34	31	43
PF3D7_1023500	Pf3D7_10_v3	987017	987310	-	294	19	15	5	7
PF3D7_1024900	Pf3D7_10_v3	1040289	1045004	-	4716	129	125	59	66
PF3D7_1400900	Pf3D7_14_v3	30083	31008	-	926	0	0	0	0
PF3D7_1130000	Pf3D7_11_v3	1159366	1162188	-	2823	146	216	149	155
PF3D7_0705800	Pf3D7_07_v3	287597	289088	-	1492	16	22	17	14
PF3D7_0517800	Pf3D7_05_v3	745798	746634	-	837	1	3	3	0
PF3D7_1433300	Pf3D7_14_v3	1310041	1311834	+	1794	83	121	292	274
PF3D7_1361000	Pf3D7_13_v3	2445090	2447264	-	2175	74	84	21	27
PF3D7_0831500	Pf3D7_08_v3	1353456	1354669	+	1214	271	242	774	1008
PF3D7_1351300	Pf3D7_13_v3	2048381	2049656	-	1276	1	4	0	0
PF3D7_0725200	Pf3D7_07_v3	1070980	1071737	+	758	299	480	163	171
PF3D7_0802000	Pf3D7_08_v3	146089	150282	+	4194	3432	2614	2724	3530
PF3D7_0222500	Pf3D7_02_v3	889660	890745	+	1086	1	3	4	2
PF3D7_0318900	Pf3D7_03_v3	791840	793481	-	1642	249	193	300	390
PF3D7_1435100	Pf3D7_14_v3	1415941	1417020	-	1080	73	69	36	40
PF3D7_1351900	Pf3D7_13_v3	2067529	2068767	-	1239	251	217	176	257
PF3D7_1452800	Pf3D7_14_v3	2170461	2171690	+	1230	33	61	26	49
PF3D7_0406700	Pf3D7_04_v3	347458	351499	+	4042	133	160	132	136
PF3D7_1307500	Pf3D7_13_v3	338189	338455	-	267	31	32	20	19
PF3D7_1037300	Pf3D7_10_v3	1477940	1478845	-	906	1221	1386	774	809
PF3D7_1118400	Pf3D7_11_v3	699869	700789	-	921	107	124	98	107
PF3D7_1348500	Pf3D7_13_v3	1950400	1951847	+	1448	178	231	326	295
PF3D7_1024100	Pf3D7_10_v3	1017201	1020515	-	3315	65	72	127	167
PF3D7_1007100	Pf3D7_10_v3	286522	287473	-	952	38	36	16	17
PF3D7_0300700	Pf3D7_03_v3	61445	62714	+	1270	1	0	1	2
PF3D7_1006400	Pf3D7_10_v3	267219	269831	-	2613	47	41	42	47
PF3D7_0808400	Pf3D7_08_v3	423527	424536	+	1010	54	82	36	38
PF3D7_1014700	Pf3D7_10_v3	595308	596222	+	915	331	338	190	215
PF3D7_1307600	Pf3D7_13_v3	339927	341888	-	1962	154	217	222	214
PF3D7_0531700	Pf3D7_05_v3	1291693	1292051	+	359	0	0	0	0
PF3D7_1344300	Pf3D7_13_v3	1774275	1779042	-	4768	85	85	118	158
PF3D7_0924900	Pf3D7_09_v3	1010380	1011822	+	1443	8	8	1	3
PF3D7_0324500	Pf3D7_03_v3	1018874	1019973	+	1100	0	0	1	1
PF3D7_0821500	Pf3D7_08_v3	967901	968740	-	840	71	64	52	53
PF3D7_0921500	Pf3D7_09_v3	875602	876867	+	1266	22	16	5	9
PF3D7_1007700	Pf3D7_10_v3	301126	305919	-	4794	1452	1226	1005	1403
PF3D7_1336800	Pf3D7_13_v3	1486456	1487616	+	1161	293	106	129	215
PF3D7_0529800	Pf3D7_05_v3	1213533	1219376	+	5844	124	99	143	165
PF3D7_1366100	Pf3D7_13_v3	2636732	2637240	+	509	23	11	14	13
PF3D7_1310100	Pf3D7_13_v3	450398	453415	+	3018	32	25	7	9
PF3D7_0805300	Pf3D7_08_v3	293113	296871	-	3759	2	9	6	9
PF3D7_1117400	Pf3D7_11_v3	664163	665356	+	1194	277	338	270	314
PF3D7_1437500	Pf3D7_14_v3	1521105	1521920	+	816	85	81	62	75
PF3D7_1312100	Pf3D7_13_v3	513068	517326	-	4259	45	63	114	110
PF3D7_0801300	Pf3D7_08_v3	101954	102826	-	873	69	169	71	80
PF3D7_1000600	Pf3D7_10_v3	51349	52599	-	1251	1	0	36	46
PF3D7_0617900	Pf3D7_06_v3	754395	754805	+	411	714	775	921	974
PF3D7_1350800	Pf3D7_13_v3	2025366	2026106	-	741	6	5	15	23
PF3D7_1324300	Pf3D7_13_v3	1002748	1019303	-	16556	42	32	28	31
PF3D7_1248600	Pf3D7_12_v3	1988237	1990745	+	2509	178	198	158	179
PF3D7_1108200	Pf3D7_11_v3	361408	361902	+	495	69	44	42	60
PF3D7_API05500	Pf3D7_API_v3	27203	27274	-	72	0	0	0	0
PF3D7_0808100	Pf3D7_08_v3	409936	415168	+	5233	68	71	80	87
PF3D7_0715000	Pf3D7_07_v3	673451	674419	+	969	230	289	118	141
PF3D7_1354400	Pf3D7_13_v3	2169314	2170416	-	1103	302	318	351	421
PF3D7_0724900	Pf3D7_07_v3	1052465	1058158	+	5694	5	14	7	10
PF3D7_0217300	Pf3D7_02_v3	715798	716549	-	752	79	75	65	76
PF3D7_0722000	Pf3D7_07_v3	941776	942513	+	738	163	205	88	81
PF3D7_1334700	Pf3D7_13_v3	1411100	1411708	-	609	150	113	212	206
PF3D7_1322500	Pf3D7_13_v3	953154	955789	+	2636	564	835	345	378
PF3D7_0412100	Pf3D7_04_v3	540188	541198	-	1011	124	165	163	186
PF3D7_1464600	Pf3D7_14_v3	2619679	2624187	+	4509	489	354	514	693
PF3D7_1040700	Pf3D7_10_v3	1622368	1623684	+	1317	0	1	1	1
PF3D7_0927200	Pf3D7_09_v3	1107143	1112656	+	5514	2	8	122	157
PF3D7_1420500	Pf3D7_14_v3	849819	853349	-	3531	1	4	1	3
PF3D7_1135000	Pf3D7_11_v3	1372311	1373859	+	1549	73	54	29	36
PF3D7_0917800	Pf3D7_09_v3	734629	735942	+	1314	16	8	6	7
PF3D7_0901700	Pf3D7_09_v3	82002	82998	-	997	283	285	182	248
PF3D7_0111900	Pf3D7_01_v3	450043	450646	-	604	144	215	208	182
PF3D7_0300100	Pf3D7_03_v3	36965	44482	+	7518	0	0	0	1
PF3D7_0223100	Pf3D7_02_v3	904551	905775	+	1225	1	0	2	5
PF3D7_0821800	Pf3D7_08_v3	976074	976644	+	571	643	848	612	605
PF3D7_0804800	Pf3D7_08_v3	278381	279034	+	654	273	214	167	191
PF3D7_1034800	Pf3D7_10_v3	1380028	1382249	+	2222	123	226	180	206
PF3D7_1407900	Pf3D7_14_v3	288297	289655	+	1359	531	380	443	547
PF3D7_1254200	Pf3D7_12_v3	2207830	2209115	+	1286	1	0	4	7
PF3D7_0218100	Pf3D7_02_v3	741014	742459	+	1446	62	57	43	52
PF3D7_1428700	Pf3D7_14_v3	1129470	1130771	-	1302	152	138	163	156
PF3D7_1462000	Pf3D7_14_v3	2518392	2518757	-	366	0	1	0	2
PF3D7_0826100	Pf3D7_08_v3	1113369	1139144	-	25776	623	298	492	597
PF3D7_API03600	Pf3D7_API_v3	10596	12899	+	2304	0	0	0	0
PF3D7_1222000	Pf3D7_12_v3	876916	878625	-	1710	14	33	28	25
PF3D7_0807600	Pf3D7_08_v3	389596	394259	-	4664	401	320	452	554
PF3D7_1023600	Pf3D7_10_v3	987358	990148	-	2791	22	18	25	17
PF3D7_1141600	Pf3D7_11_v3	1668302	1669081	-	780	81	93	62	68
PF3D7_0520900	Pf3D7_05_v3	857038	858477	+	1440	6654	7037	4086	4367
PF3D7_1104600	Pf3D7_11_v3	202330	204261	+	1932	2	3	3	7
PF3D7_1469400	Pf3D7_14_v3	2845203	2846516	+	1314	94	75	93	139
PF3D7_1400800	Pf3D7_14_v3	27321	28428	-	1108	0	0	0	0
PF3D7_0712900	Pf3D7_07_v3	590326	597733	-	7408	2	4	4	3
PF3D7_0724100	Pf3D7_07_v3	1013295	1016449	-	3155	543	757	691	798
PF3D7_0804100	Pf3D7_08_v3	239057	239141	+	85	0	0	0	0
PF3D7_1215300	Pf3D7_12_v3	629009	629667	-	659	194	221	142	146
PF3D7_0105600	Pf3D7_01_v3	230289	234402	-	4114	43	47	57	70
PF3D7_API05000	Pf3D7_API_v3	26791	26864	-	74	0	0	0	0
PF3D7_1010800	Pf3D7_10_v3	424866	425765	-	900	88	72	55	54
PF3D7_1417000	Pf3D7_14_v3	688592	689740	+	1149	2	1	1	1
PF3D7_0419900	Pf3D7_04_v3	878022	893866	+	15845	441	342	505	598
PF3D7_1350900	Pf3D7_13_v3	2027073	2028638	-	1566	4	5	147	161
PF3D7_1347500	Pf3D7_13_v3	1897983	1899362	-	1380	5190	5684	5096	5309
PF3D7_0815200	Pf3D7_08_v3	717113	719746	+	2634	2377	2549	1981	2258
PF3D7_1321400	Pf3D7_13_v3	887271	889699	+	2429	55	96	93	110
PF3D7_1438800	Pf3D7_14_v3	1571039	1574161	+	3123	3	10	6	7
PF3D7_0602200	Pf3D7_06_v3	97890	98951	+	1062	150	90	178	231
PF3D7_1332900	Pf3D7_13_v3	1350042	1353860	-	3819	817	620	507	609
PF3D7_1343300	Pf3D7_13_v3	1707731	1710679	-	2949	745	824	1016	1153
PF3D7_0922300	Pf3D7_09_v3	905998	908357	+	2360	18	15	7	4
PF3D7_1007800	Pf3D7_10_v3	311397	314516	-	3120	4	9	12	14
PF3D7_1417300	Pf3D7_14_v3	709670	713309	+	3640	43	36	28	42
PF3D7_1106400	Pf3D7_11_v3	267547	267897	+	351	38	57	24	42
PF3D7_1025100	Pf3D7_10_v3	1052844	1055333	+	2490	363	412	451	491
PF3D7_1442700	Pf3D7_14_v3	1742113	1749790	+	7678	60	56	44	49
PF3D7_0609600	Pf3D7_06_v3	408041	412002	+	3962	1	0	0	0
PF3D7_1027800	Pf3D7_10_v3	1153271	1154431	-	1161	5958	5897	3542	3450
PF3D7_1040900	Pf3D7_10_v3	1628914	1630023	+	1110	0	1	0	1
PF3D7_1455600	Pf3D7_14_v3	2271529	2277243	-	5715	56	62	46	40
PF3D7_0114300	Pf3D7_01_v3	552640	553797	+	1158	194	87	77	73
PF3D7_1357500	Pf3D7_13_v3	2281492	2284212	+	2721	253	238	313	336
PF3D7_0832250	Pf3D7_08_v3	1394403	1394886	+	484	0	0	0	2
PF3D7_0721900	Pf3D7_07_v3	939715	940250	-	536	185	219	162	138
PF3D7_0825600	Pf3D7_08_v3	1100816	1101073	-	258	54	54	23	30
PF3D7_0915100	Pf3D7_09_v3	643232	644043	-	812	246	278	284	369
